Order Number,CITY,Billing Address Province,Customer Id,Invoice Date,Product Type,Quantity,Subtotal Price,Total Price Usd,Total Tax
842,JAMAICA,New York,969,2025-03-18 21:07:00,Cycling Shoes,1,507.13,557.843,50.713
671,AUGUSTA,Georgia,411,2025-03-18 17:20:00,Cycling Shoes,1,650.33,715.363,65.033
7016,WILKES BARRE,Pennsylvania,2096,2025-03-24 16:19:00,Cycling Shoes,1,537.13,590.843,53.713
640,ATHENS,Georgia,1149,2025-03-18 16:40:00,Cycling Shoes,1,527.13,579.843,52.713
5918,DES MOINES,Iowa,3528,2025-03-23 18:08:00,Cycling Shoes,1,531.93,585.123,53.193
4958,POMONA,California,4652,2025-03-22 17:52:00,Cycling Shoes,1,507.13,557.843,50.713
7259,INDIANAPOLIS,Indiana,2535,2025-03-24 20:10:00,Cycling Shoes,1,517.53,569.283,51.753
4541,MANCHESTER,New Hampshire,3722,2025-03-22 12:00:00,Cycling Shoes,1,537.13,590.843,53.713
2105,PROVIDENCE,Rhode Island,56,2025-03-20 08:46:00,Cycling Shoes,1,537.13,590.843,53.713
5682,PHOENIX,Arizona,1606,2025-03-23 14:14:00,Cycling Shoes,1,517.53,569.283,51.753
5824,LOS ANGELES,California,4152,2025-03-23 16:31:00,Cycling Shoes,1,502.75,553.025,50.275
5602,DALLAS,Texas,1257,2025-03-23 13:03:00,Cycling Shoes,1,490.13,539.143,49.013
5060,JACKSONVILLE,Florida,3280,2025-03-22 19:27:00,Cycling Shoes,1,509.53,560.483,50.953
3750,LANSING,Michigan,6238,2025-03-21 16:41:00,Cycling Shoes,1,512.63,563.893,51.263
1552,GARLAND,Texas,5928,2025-03-19 15:57:00,Cycling Shoes,1,527.13,579.843,52.713
1604,DULUTH,Georgia,1004,2025-03-19 16:31:00,Cycling Shoes,1,501.53,551.683,50.153
5110,SAN JOSE,California,174,2025-03-22 20:13:00,Cycling Shoes,1,595.93,655.523,59.593
5305,HYATTSVILLE,Maryland,268,2025-03-23 01:23:00,Cycling Shoes,1,537.13,590.843,53.713
7266,PORT SAINT LUCIE,Florida,6139,2025-03-24 20:13:00,Cycling Shoes,1,485.53,534.083,48.553
1409,FORT LAUDERDALE,Florida,1841,2025-03-19 13:53:00,Cycling Shoes,1,537.13,590.843,53.713
5252,CAMBRIDGE,Massachusetts,1037,2025-03-22 22:59:00,Cycling Shoes,1,497.13,546.843,49.713
5584,CINCINNATI,Ohio,1740,2025-03-23 12:42:00,Cycling Shoes,1,537.13,590.843,53.713
1296,CHICAGO,Illinois,3822,2025-03-19 12:33:00,Cycling Shoes,1,537.13,590.843,53.713
4463,HUNTINGTON BEACH,California,2587,2025-03-22 11:09:00,Cycling Shoes,1,509.53,560.483,50.953
4761,BOCA RATON,Florida,3957,2025-03-22 14:57:00,Cycling Shoes,1,509.53,560.483,50.953
4785,CHARLESTON,West Virginia,2493,2025-03-22 15:18:00,Cycling Shoes,1,512.63,563.893,51.263
5987,LUBBOCK,Texas,206,2025-03-23 19:34:00,Cycling Shoes,1,537.13,590.843,53.713
5347,WICHITA,Kansas,779,2025-03-23 08:02:00,Cycling Shoes,1,527.13,579.843,52.713
5827,HOUSTON,Texas,1879,2025-03-23 16:33:00,Cycling Shoes,1,537.13,590.843,53.713
6187,PATERSON,New Jersey,694,2025-03-23 22:52:00,Cycling Shoes,1,635.13,698.643,63.513
2508,JACKSONVILLE,Florida,2064,2025-03-20 14:28:00,Cycling Shoes,1,497.13,546.843,49.713
425,JAMAICA,New York,6188,2025-03-18 13:41:00,Cycling Shoes,1,517.53,569.283,51.753
1372,MINNEAPOLIS,Minnesota,660,2025-03-19 13:32:00,Cycling Shoes,1,527.13,579.843,52.713
5033,SANTA FE,New Mexico,1804,2025-03-22 19:07:00,Cycling Shoes,1,527.13,579.843,52.713
689,BATTLE CREEK,Michigan,1293,2025-03-18 17:35:00,Cycling Shoes,1,509.53,560.483,50.953
3309,FORT WORTH,Texas,2219,2025-03-21 10:03:00,Cycling Shoes,1,517.53,569.283,51.753
7149,TACOMA,Washington,6164,2025-03-24 18:16:00,Cycling Shoes,1,485.53,534.083,48.553
2530,PENSACOLA,Florida,1688,2025-03-20 14:42:00,Cycling Shoes,1,509.53,560.483,50.953
1357,SAINT JOSEPH,Missouri,1238,2025-03-19 13:21:00,Cycling Shoes,1,517.53,569.283,51.753
1567,AMARILLO,Texas,1416,2025-03-19 16:07:00,Cycling Shoes,1,512.63,563.893,51.263
2975,OMAHA,Nebraska,1411,2025-03-20 20:25:00,Cycling Shoes,1,537.13,590.843,53.713
5450,KANSAS CITY,Missouri,3676,2025-03-23 10:17:00,Cycling Shoes,1,527.13,579.843,52.713
5065,WINSTON SALEM,North Carolina,3678,2025-03-22 19:31:00,Cycling Shoes,1,505.13,555.643,50.513
6983,SANTA ANA,California,4291,2025-03-24 15:51:00,Cycling Shoes,1,587.93,646.723,58.793
6637,BOISE,Idaho,4456,2025-03-24 11:39:00,Cycling Shoes,1,497.13,546.843,49.713
2139,LAKEWOOD,Washington,6444,2025-03-20 09:28:00,Cycling Shoes,1,497.13,546.843,49.713
2392,TROY,Michigan,4266,2025-03-20 12:50:00,Cycling Shoes,1,527.13,579.843,52.713
2566,YOUNG AMERICA,Minnesota,319,2025-03-20 15:05:00,Cycling Shoes,1,527.13,579.843,52.713
251,NAPERVILLE,Illinois,1133,2025-03-18 11:23:00,Cycling Shoes,1,512.63,563.893,51.263
7006,SPRINGFIELD,Illinois,2003,2025-03-24 16:11:00,Cycling Shoes,1,517.53,569.283,51.753
6958,LANSING,Michigan,2043,2025-03-24 15:32:00,Cycling Shoes,1,527.13,579.843,52.713
6315,SPRING,Texas,2131,2025-03-24 08:10:00,Cycling Shoes,1,517.13,568.843,51.713
5484,WASHINGTON,District of Columbia,6386,2025-03-23 11:11:00,Cycling Shoes,1,527.13,579.843,52.713
3505,DALLAS,Texas,3085,2025-03-21 12:57:00,Cycling Shoes,1,527.13,579.843,52.713
5124,WASHINGTON,District of Columbia,2655,2025-03-22 20:25:00,Cycling Shoes,1,537.13,590.843,53.713
5930,SHAWNEE MISSION,Kansas,3653,2025-03-23 18:21:00,Cycling Shoes,1,517.53,569.283,51.753
426,SAN ANTONIO,Texas,1152,2025-03-18 13:41:00,Cycling Shoes,1,504.13,554.543,50.413
1597,VALDOSTA,Georgia,5584,2025-03-19 16:26:00,Cycling Shoes,1,537.13,590.843,53.713
3039,CHARLOTTE,North Carolina,5533,2025-03-20 21:14:00,Cycling Shoes,1,493.53,542.883,49.353
2939,CHARLOTTE,North Carolina,3917,2025-03-20 19:45:00,Cycling Shoes,1,509.53,560.483,50.953
176,GREENSBORO,North Carolina,4303,2025-03-18 10:28:00,Cycling Shoes,1,493.53,542.883,49.353
6745,CHARLOTTE,North Carolina,5943,2025-03-24 12:51:00,Tennis Shoes,1,537.13,590.843,53.713
4672,ORLANDO,Florida,2457,2025-03-22 13:41:00,Tennis Shoes,1,517.53,569.283,51.753
5821,DALLAS,Texas,6180,2025-03-23 16:29:00,Tennis Shoes,1,517.53,569.283,51.753
2728,SAN JOSE,California,3633,2025-03-20 17:17:00,Tennis Shoes,1,517.53,569.283,51.753
2448,SAN ANTONIO,Texas,2153,2025-03-20 13:35:00,Tennis Shoes,1,529.13,582.043,52.913
4591,WASHINGTON,District of Columbia,3955,2025-03-22 12:37:00,Tennis Shoes,1,517.53,569.283,51.753
77,CHARLOTTESVILLE,Virginia,3662,2025-03-18 08:33:00,Tennis Shoes,1,537.13,590.843,53.713
2490,ALEXANDRIA,Virginia,6149,2025-03-20 14:12:00,Tennis Shoes,1,517.53,569.283,51.753
5229,CLEARWATER,Florida,1906,2025-03-22 22:23:00,Tennis Shoes,1,517.53,569.283,51.753
6474,DULUTH,Minnesota,2026,2025-03-24 10:00:00,Tennis Shoes,1,537.13,590.843,53.713
827,DENVER,Colorado,1980,2025-03-18 20:54:00,Tennis Shoes,1,517.13,568.843,51.713
2838,BIRMINGHAM,Alabama,1823,2025-03-20 18:31:00,Tennis Shoes,1,517.13,568.843,51.713
2602,PASADENA,California,4375,2025-03-20 15:27:00,Tennis Shoes,1,485.53,534.083,48.553
5084,DALLAS,Texas,1803,2025-03-22 19:48:00,Tennis Shoes,1,517.53,569.283,51.753
3627,ALBANY,New York,4256,2025-03-21 14:47:00,Tennis Shoes,1,537.13,590.843,53.713
3273,COLORADO SPRINGS,Colorado,5540,2025-03-21 09:20:00,Tennis Shoes,1,537.13,590.843,53.713
1385,LAFAYETTE,Louisiana,3223,2025-03-19 13:38:00,Walking Shoes,1,523.93,576.323,52.393
7165,LEHIGH ACRES,Florida,2875,2025-03-24 18:37:00,Walking Shoes,1,517.13,568.843,51.713
2318,NORTH HOLLYWOOD,California,3070,2025-03-20 11:45:00,Walking Shoes,1,517.13,568.843,51.713
1868,LAS VEGAS,Nevada,3374,2025-03-19 19:56:00,Walking Shoes,1,527.13,579.843,52.713
1167,PENSACOLA,Florida,5080,2025-03-19 11:06:00,Walking Shoes,1,537.13,590.843,53.713
5774,HOUSTON,Texas,6144,2025-03-23 15:47:00,Water Shoes,1,497.13,546.843,49.713
5868,MINNEAPOLIS,Minnesota,3715,2025-03-23 17:17:00,Clogs,1,487.13,535.843,48.713
4059,CLEARWATER,Florida,2730,2025-03-21 22:10:00,Clogs,1,487.13,535.843,48.713
273,SHREVEPORT,Louisiana,6495,2025-03-18 11:41:00,Clogs,1,477.53,525.283,47.753
1596,ROCHESTER,New York,6397,2025-03-19 16:26:00,Tennis Shoes,2,579.93,637.923,57.993
6926,AKRON,Ohio,1134,2025-03-24 15:06:00,Tennis Shoes,1,509.53,560.483,50.953
2290,BERKELEY,California,499,2025-03-20 11:29:00,Tennis Shoes,1,497.13,546.843,49.713
6258,GREENSBORO,North Carolina,5784,2025-03-24 03:23:00,Tennis Shoes,1,501.53,551.683,50.153
5051,SAINT PAUL,Minnesota,491,2025-03-22 19:23:00,Tennis Shoes,1,527.13,579.843,52.713
5876,BOSTON,Massachusetts,3730,2025-03-23 17:26:00,Tennis Shoes,1,517.13,568.843,51.713
639,CORPUS CHRISTI,Texas,5466,2025-03-18 16:40:00,Walking Shoes,1,517.13,568.843,51.713
4942,CINCINNATI,Ohio,5618,2025-03-22 17:28:00,Tennis Shoes,1,527.13,579.843,52.713
6056,LAUREL,Maryland,2702,2025-03-23 20:48:00,Flip-Flops,1,507.13,557.843,50.713
888,PITTSBURGH,Pennsylvania,2998,2025-03-18 22:11:00,Jackets,1,541.53,595.683,54.153
3583,SALT LAKE CITY,Utah,3200,2025-03-21 14:06:00,Tennis Shoes,1,517.53,569.283,51.753
3332,EL PASO,Texas,3942,2025-03-21 10:28:00,Tennis Shoes,1,517.13,568.843,51.713
4617,ROUND ROCK,Texas,5431,2025-03-22 12:56:00,Tennis Shoes,1,683.13,751.443,68.313
5519,PHOENIX,Arizona,4812,2025-03-23 11:46:00,Tennis Shoes,1,517.13,568.843,51.713
3446,SAN ANTONIO,Texas,4140,2025-03-21 12:12:00,Tennis Shoes,1,517.53,569.283,51.753
4935,LAKELAND,Florida,4465,2025-03-22 17:23:00,Tennis Shoes,1,537.13,590.843,53.713
6700,SALT LAKE CITY,Utah,1558,2025-03-24 12:16:00,Boots,1,537.13,590.843,53.713
2198,SALT LAKE CITY,Utah,1735,2025-03-20 10:13:00,Boots,1,595.13,654.643,59.513
5888,OKLAHOMA CITY,Oklahoma,3537,2025-03-23 17:37:00,Flip-Flops,1,527.13,579.843,52.713
5228,SAN FRANCISCO,California,769,2025-03-22 22:23:00,Tennis Shoes,1,555.13,610.643,55.513
4490,ROANOKE,Virginia,5241,2025-03-22 11:27:00,Tennis Shoes,1,613.13,674.443,61.313
6049,WORCESTER,Massachusetts,3258,2025-03-23 20:42:00,Tennis Shoes,1,497.13,546.843,49.713
6209,EL PASO,Texas,930,2025-03-23 23:24:00,Tennis Shoes,1,485.53,534.083,48.553
3770,BROOKLYN,New York,6063,2025-03-21 16:55:00,Tennis Shoes,1,485.53,534.083,48.553
5099,YOUNG AMERICA,Minnesota,4539,2025-03-22 20:01:00,Tennis Shoes,1,642.33,706.563,64.233
4393,SANTA CLARA,California,1920,2025-03-22 10:21:00,Tennis Shoes,1,693.13,762.443,69.313
3041,ORANGE,California,4963,2025-03-20 21:15:00,Tennis Shoes,1,635.13,698.643,63.513
2549,TAMPA,Florida,5666,2025-03-20 14:55:00,Tennis Shoes,1,587.93,646.723,58.793
7336,ROANOKE,Virginia,5992,2025-03-24 21:32:00,Tennis Shoes,1,658.33,724.163,65.833
4880,ORLANDO,Florida,2341,2025-03-22 16:42:00,Tennis Shoes,1,517.13,568.843,51.713
1781,MINNEAPOLIS,Minnesota,5841,2025-03-19 18:43:00,Tennis Shoes,1,501.53,551.683,50.153
4247,SHREVEPORT,Louisiana,2736,2025-03-22 08:43:00,Tennis Shoes,1,605.13,665.643,60.513
2163,KATY,Texas,4228,2025-03-20 09:45:00,Tennis Shoes,1,501.53,551.683,50.153
5480,JAMAICA,New York,1682,2025-03-23 11:05:00,Tennis Shoes,1,634.33,697.763,63.433
7405,ALEXANDRIA,Louisiana,2923,2025-03-24 23:17:00,Tennis Shoes,1,509.53,560.483,50.953
5207,AIKEN,South Carolina,4514,2025-03-22 21:51:00,Tennis Shoes,1,517.13,568.843,51.713
2329,VISALIA,California,2871,2025-03-20 11:53:00,Tennis Shoes,1,537.13,590.843,53.713
6545,SYRACUSE,New York,1531,2025-03-24 10:41:00,Tennis Shoes,1,517.53,569.283,51.753
2827,MONROE,Louisiana,3704,2025-03-20 18:23:00,Tennis Shoes,1,517.13,568.843,51.713
5476,SALT LAKE CITY,Utah,3260,2025-03-23 10:58:00,Tennis Shoes,1,626.33,688.963,62.633
6116,WATERBURY,Connecticut,3655,2025-03-23 21:31:00,Tennis Shoes,1,501.53,551.683,50.153
2861,PITTSBURGH,Pennsylvania,5825,2025-03-20 18:47:00,Tennis Shoes,1,537.13,590.843,53.713
7131,FORT MYERS,Florida,6345,2025-03-24 18:04:00,Tennis Shoes,1,517.53,569.283,51.753
5280,KANSAS CITY,Missouri,5704,2025-03-22 23:58:00,Tennis Shoes,1,501.53,551.683,50.153
808,JACKSONVILLE,Florida,588,2025-03-18 20:30:00,Tennis Shoes,1,537.13,590.843,53.713
845,PEORIA,Illinois,5221,2025-03-18 21:10:00,Tennis Shoes,1,539.93,593.923,53.993
188,NEW YORK CITY,New York,914,2025-03-18 10:36:00,Tennis Shoes,1,527.13,579.843,52.713
6819,HUNTSVILLE,Alabama,2704,2025-03-24 13:44:00,Climbing Shoes,1,693.13,762.443,69.313
7141,FAIRFIELD,Connecticut,2686,2025-03-24 18:12:00,Climbing Shoes,1,517.13,568.843,51.713
7126,SILVER SPRING,Maryland,4732,2025-03-24 17:59:00,Tennis Shoes,1,537.13,590.843,53.713
1880,BRYAN,Texas,3434,2025-03-19 20:07:00,Tennis Shoes,1,595.93,655.523,59.593
2265,MAPLE PLAIN,Minnesota,5793,2025-03-20 11:15:00,Boots,1,635.13,698.643,63.513
3966,ARLINGTON,Texas,2370,2025-03-21 20:10:00,Boots,1,512.63,563.893,51.263
6045,SAN LUIS OBISPO,California,1177,2025-03-23 20:37:00,Boots,1,505.13,555.643,50.513
1881,WARREN,Michigan,6162,2025-03-19 20:08:00,Boots,1,562.33,618.563,56.233
2096,DAYTONA BEACH,Florida,2610,2025-03-20 08:38:00,Climbing Shoes,1,489.13,538.043,48.913
1457,ALBUQUERQUE,New Mexico,1815,2025-03-19 14:40:00,Flip-Flops,1,490.13,539.143,49.013
5126,FARGO,North Dakota,1822,2025-03-22 20:27:00,Flip-Flops,1,537.13,590.843,53.713
6465,EL PASO,Texas,2827,2025-03-24 09:54:00,Flip-Flops,1,537.13,590.843,53.713
1716,WHITE PLAINS,New York,5476,2025-03-19 17:52:00,Flip-Flops,1,507.13,557.843,50.713
6359,CLEVELAND,Ohio,1974,2025-03-24 08:44:00,Flip-Flops,1,493.53,542.883,49.353
2090,HOUSTON,Texas,897,2025-03-20 08:28:00,Climbing Shoes,1,517.13,568.843,51.713
423,KANSAS CITY,Missouri,5969,2025-03-18 13:36:00,Climbing Shoes,1,501.53,551.683,50.153
1646,NORTH PORT,Florida,2977,2025-03-19 16:53:00,Climbing Shoes,1,634.33,697.763,63.433
246,FORT WAYNE,Indiana,3980,2025-03-18 11:21:00,Climbing Shoes,1,513.53,564.883,51.353
2069,CLEVELAND,Ohio,3031,2025-03-20 07:08:00,Climbing Shoes,1,459.13,505.043,45.913
4788,NASHVILLE,Tennessee,2717,2025-03-22 15:19:00,Climbing Shoes,1,521.53,573.683,52.153
3922,LOS ANGELES,California,3760,2025-03-21 19:31:00,Climbing Shoes,1,488.13,536.943,48.813
6165,FORT SMITH,Arkansas,6365,2025-03-23 22:19:00,Sandals,1,562.33,618.563,56.233
5473,FARGO,North Dakota,1629,2025-03-23 10:54:00,Sandals,1,531.93,585.123,53.193
4474,HARTFORD,Connecticut,3589,2025-03-22 11:15:00,Sandals,1,595.13,654.643,59.513
6444,PITTSBURGH,Pennsylvania,4773,2025-03-24 09:43:00,Sandals,1,712.73,784.003,71.273
4876,SAN DIEGO,California,1176,2025-03-22 16:40:00,Sandals,1,595.13,654.643,59.513
2084,EVANSVILLE,Indiana,2730,2025-03-20 08:25:00,Sandals,1,877.13,964.843,87.713
4707,SPRINGFIELD,Illinois,1260,2025-03-22 14:09:00,Sandals,1,555.13,610.643,55.513
6580,HOUSTON,Texas,1266,2025-03-24 11:08:00,Sandals,1,608.73,669.603,60.873
2758,COLLEGE STATION,Texas,3481,2025-03-20 17:31:00,Sandals,1,545.13,599.643,54.513
3912,JOHNSON CITY,Tennessee,210,2025-03-21 19:17:00,Sandals,1,613.13,674.443,61.313
1408,WASHINGTON,District of Columbia,2552,2025-03-19 13:51:00,Tennis Shoes,1,527.13,579.843,52.713
6241,PORTLAND,Oregon,2706,2025-03-24 01:00:00,Tennis Shoes,1,585.13,643.643,58.513
836,TROY,Michigan,1617,2025-03-18 21:03:00,Tennis Shoes,1,537.13,590.843,53.713
7094,NEWPORT NEWS,Virginia,899,2025-03-24 17:24:00,Tennis Shoes,1,497.13,546.843,49.713
1977,HERNDON,Virginia,4860,2025-03-19 22:12:00,Tennis Shoes,1,537.13,590.843,53.713
2127,HOUSTON,Texas,1611,2025-03-20 09:13:00,Tennis Shoes,1,537.13,590.843,53.713
2755,CHARLOTTE,North Carolina,1073,2025-03-20 17:30:00,Tennis Shoes,1,527.13,579.843,52.713
3147,RALEIGH,North Carolina,1321,2025-03-20 23:10:00,Tennis Shoes,1,509.53,560.483,50.953
4681,WICHITA,Kansas,4745,2025-03-22 13:46:00,Tennis Shoes,1,537.13,590.843,53.713
6317,LOUISVILLE,Kentucky,4550,2025-03-24 08:12:00,Tennis Shoes,1,537.13,590.843,53.713
6404,RICHMOND,Virginia,5246,2025-03-24 09:16:00,Tennis Shoes,1,537.13,590.843,53.713
3989,APACHE JUNCTION,Arizona,5298,2025-03-21 20:38:00,Tennis Shoes,1,507.73,558.503,50.773
5146,CHICAGO,Illinois,138,2025-03-22 20:42:00,Tennis Shoes,1,595.93,655.523,59.593
2234,BOISE,Idaho,6319,2025-03-20 10:45:00,Tennis Shoes,1,571.93,629.123,57.193
5504,REDWOOD CITY,California,2758,2025-03-23 11:35:00,Tennis Shoes,1,698.33,768.163,69.833
4621,LOUISVILLE,Kentucky,1548,2025-03-22 12:58:00,Tennis Shoes,1,517.53,569.283,51.753
1766,LUBBOCK,Texas,2233,2025-03-19 18:33:00,Tennis Shoes,1,595.93,655.523,59.593
2582,SAN DIEGO,California,5715,2025-03-20 15:13:00,Tennis Shoes,1,517.53,569.283,51.753
4277,NEW YORK CITY,New York,2645,2025-03-22 09:05:00,Tennis Shoes,1,485.53,534.083,48.553
6864,ARLINGTON,Virginia,1009,2025-03-24 14:09:00,Tennis Shoes,1,555.13,610.643,55.513
563,WASHINGTON,District of Columbia,3899,2025-03-18 15:39:00,Tennis Shoes,1,555.13,610.643,55.513
1900,MEMPHIS,Tennessee,4927,2025-03-19 20:29:00,Tennis Shoes,1,555.13,610.643,55.513
1259,FRESNO,California,5771,2025-03-19 12:06:00,Tennis Shoes,1,578.33,636.163,57.833
1966,SACRAMENTO,California,5033,2025-03-19 21:57:00,Tennis Shoes,1,635.13,698.643,63.513
2862,LONDON,Kentucky,6439,2025-03-20 18:48:00,Tennis Shoes,1,537.13,590.843,53.713
5071,ODESSA,Texas,6230,2025-03-22 19:37:00,Tennis Shoes,1,555.13,610.643,55.513
4582,ANAHEIM,California,536,2025-03-22 12:31:00,Tennis Shoes,1,497.13,546.843,49.713
5155,EVERETT,Washington,981,2025-03-22 20:51:00,Tennis Shoes,1,517.13,568.843,51.713
4093,DENVER,Colorado,2769,2025-03-21 22:50:00,Tennis Shoes,1,527.13,579.843,52.713
4177,TOPEKA,Kansas,4530,2025-03-22 07:06:00,Tennis Shoes,1,527.13,579.843,52.713
4902,MORENO VALLEY,California,5570,2025-03-22 16:58:00,Tennis Shoes,1,642.33,706.563,64.233
1184,PALMDALE,California,5617,2025-03-19 11:19:00,Tennis Shoes,1,537.13,590.843,53.713
4976,LONG BEACH,California,2889,2025-03-22 18:12:00,Tennis Shoes,1,517.53,569.283,51.753
7140,DEARBORN,Michigan,4247,2025-03-24 18:12:00,Tennis Shoes,1,517.53,569.283,51.753
4227,BROOKLYN,New York,1093,2025-03-22 08:29:00,Tennis Shoes,1,537.13,590.843,53.713
3623,BIRMINGHAM,Alabama,767,2025-03-21 14:45:00,Tennis Shoes,1,517.53,569.283,51.753
6236,ATLANTA,Georgia,5243,2025-03-24 00:37:00,Tennis Shoes,1,571.93,629.123,57.193
5652,FLINT,Michigan,5489,2025-03-23 13:45:00,Tennis Shoes,1,723.13,795.443,72.313
1007,SAN JOSE,California,6349,2025-03-19 08:29:00,Tennis Shoes,1,537.13,590.843,53.713
6696,BROOKLYN,New York,3834,2025-03-24 12:15:00,Tennis Shoes,1,497.13,546.843,49.713
5098,OKLAHOMA CITY,Oklahoma,3395,2025-03-22 20:01:00,Tennis Shoes,1,497.13,546.843,49.713
4323,RENO,Nevada,4810,2025-03-22 09:41:00,Tennis Shoes,1,635.13,698.643,63.513
537,HOUSTON,Texas,2787,2025-03-18 15:16:00,Tennis Shoes,1,595.93,655.523,59.593
421,OMAHA,Nebraska,5182,2025-03-18 13:36:00,Tennis Shoes,1,517.53,569.283,51.753
4778,HOUSTON,Texas,2215,2025-03-22 15:12:00,Tennis Shoes,1,517.53,569.283,51.753
1872,INDIANAPOLIS,Indiana,2796,2025-03-19 20:00:00,Tennis Shoes,1,555.13,610.643,55.513
5223,DAYTON,Ohio,1906,2025-03-22 22:15:00,Tennis Shoes,1,555.13,610.643,55.513
5756,COLUMBUS,Ohio,4262,2025-03-23 15:24:00,Tennis Shoes,1,531.93,585.123,53.193
3300,WASHINGTON,District of Columbia,403,2025-03-21 09:56:00,Tennis Shoes,1,517.53,569.283,51.753
27,ESCONDIDO,California,4122,2025-03-18 01:47:00,Tennis Shoes,1,555.13,610.643,55.513
3143,BROOKLYN,New York,1218,2025-03-20 23:05:00,Tennis Shoes,1,482.63,530.893,48.263
3975,TYLER,Texas,2771,2025-03-21 20:20:00,Tennis Shoes,1,613.13,674.443,61.313
5296,RICHMOND,Virginia,5670,2025-03-23 00:31:00,Tennis Shoes,1,595.13,654.643,59.513
6214,HOUSTON,Texas,1677,2025-03-23 23:37:00,Tennis Shoes,1,618.33,680.163,61.833
6701,LOS ANGELES,California,4649,2025-03-24 12:18:00,Tennis Shoes,1,537.13,590.843,53.713
1333,NAPLES,Florida,339,2025-03-19 12:59:00,Tennis Shoes,1,537.13,590.843,53.713
4818,PORTLAND,Oregon,5009,2025-03-22 15:46:00,Tennis Shoes,1,635.13,698.643,63.513
6227,DETROIT,Michigan,1586,2025-03-24 00:00:00,Tennis Shoes,1,673.13,740.443,67.313
820,SAINT LOUIS,Missouri,4454,2025-03-18 20:45:00,Tennis Shoes,1,501.53,551.683,50.153
5742,SIMI VALLEY,California,5510,2025-03-23 15:14:00,Tennis Shoes,1,497.13,546.843,49.713
7388,JACKSON,Tennessee,803,2025-03-24 22:47:00,Tennis Shoes,1,497.13,546.843,49.713
1898,BROCKTON,Massachusetts,2332,2025-03-19 20:27:00,Tennis Shoes,1,587.93,646.723,58.793
5552,FAIRFIELD,Connecticut,1694,2025-03-23 12:22:00,Tennis Shoes,1,527.13,579.843,52.713
5638,TULSA,Oklahoma,4401,2025-03-23 13:31:00,Tennis Shoes,1,497.13,546.843,49.713
3196,BALTIMORE,Maryland,2989,2025-03-21 01:56:00,Tennis Shoes,1,485.53,534.083,48.553
5752,WILMINGTON,Delaware,5480,2025-03-23 15:21:00,Tennis Shoes,1,635.13,698.643,63.513
4693,WASHINGTON,District of Columbia,5749,2025-03-22 13:55:00,Tennis Shoes,1,650.33,715.363,65.033
2387,MESA,Arizona,5888,2025-03-20 12:45:00,Tennis Shoes,1,703.13,773.443,70.313
3734,NEW YORK CITY,New York,2193,2025-03-21 16:22:00,Tennis Shoes,1,537.13,590.843,53.713
6351,BALTIMORE,Maryland,4454,2025-03-24 08:39:00,Tennis Shoes,1,595.93,655.523,59.593
6495,NEW YORK CITY,New York,6146,2025-03-24 10:12:00,Tennis Shoes,1,517.53,569.283,51.753
3337,FORT SMITH,Arkansas,4907,2025-03-21 10:33:00,Tennis Shoes,1,605.13,665.643,60.513
502,LINCOLN,Nebraska,167,2025-03-18 14:40:00,Tennis Shoes,1,527.13,579.843,52.713
2760,DALLAS,Texas,1369,2025-03-20 17:33:00,Tennis Shoes,1,509.53,560.483,50.953
4655,CHARLOTTE,North Carolina,3312,2025-03-22 13:26:00,Tennis Shoes,1,497.13,546.843,49.713
2928,GULFPORT,Mississippi,4411,2025-03-20 19:34:00,Tennis Shoes,1,531.93,585.123,53.193
1562,MILWAUKEE,Wisconsin,4729,2025-03-19 16:03:00,Tennis Shoes,1,555.13,610.643,55.513
935,UTICA,New York,641,2025-03-18 23:35:00,Tennis Shoes,1,624.73,687.203,62.473
2459,VIRGINIA BEACH,Virginia,1810,2025-03-20 13:47:00,Tennis Shoes,1,531.93,585.123,53.193
5672,MODESTO,California,4917,2025-03-23 14:04:00,Tennis Shoes,1,531.93,585.123,53.193
4709,SACRAMENTO,California,5135,2025-03-22 14:12:00,Tennis Shoes,1,671.13,738.243,67.113
2216,SPOKANE,Washington,1227,2025-03-20 10:29:00,Tennis Shoes,1,674.33,741.763,67.433
6922,ESCONDIDO,California,1503,2025-03-24 15:02:00,Tennis Shoes,1,485.53,534.083,48.553
7309,ALBANY,New York,6406,2025-03-24 20:56:00,Tennis Shoes,1,537.13,590.843,53.713
5618,SAINT LOUIS,Missouri,2805,2025-03-23 13:13:00,Tennis Shoes,1,485.53,534.083,48.553
6131,IOWA CITY,Iowa,1055,2025-03-23 21:44:00,Tennis Shoes,1,517.53,569.283,51.753
1897,ALBUQUERQUE,New Mexico,4481,2025-03-19 20:27:00,Tennis Shoes,1,586.33,644.963,58.633
3641,MINNEAPOLIS,Minnesota,2808,2025-03-21 15:02:00,Tennis Shoes,1,537.13,590.843,53.713
1984,REDWOOD CITY,California,925,2025-03-19 22:19:00,Tennis Shoes,1,555.13,610.643,55.513
1256,MEMPHIS,Tennessee,395,2025-03-19 12:05:00,Tennis Shoes,1,605.13,665.643,60.513
1045,SANTA FE,New Mexico,2379,2025-03-19 09:23:00,Tennis Shoes,1,497.13,546.843,49.713
1367,EL PASO,Texas,3803,2025-03-19 13:27:00,Tennis Shoes,1,482.63,530.893,48.263
1437,TUCSON,Arizona,3318,2025-03-19 14:16:00,Tennis Shoes,1,537.13,590.843,53.713
